seq,send_time_ns,scheduled_time_ns,drift_us
0,1788913283175248711,1788913283175246516,2.19
1,1788913283176246885,1788913283176246516,0.37
2,1788913283177246642,1788913283177246516,0.13
3,1788913283178246670,1788913283178246516,0.15
4,1788913283179246738,1788913283179246516,0.22
5,1788913283180246896,1788913283180246516,0.38
6,1788913283181246693,1788913283181246516,0.18
7,1788913283182246641,1788913283182246516,0.12
8,1788913283183246709,1788913283183246516,0.19
9,1788913283184246666,1788913283184246516,0.15
10,1788913283185246774,1788913283185246516,0.26
11,1788913283186246692,1788913283186246516,0.18
12,1788913283187246769,1788913283187246516,0.25
13,1788913283188246637,1788913283188246516,0.12
14,1788913283189246624,1788913283189246516,0.11
15,1788913283190246803,1788913283190246516,0.29
16,1788913283191246680,1788913283191246516,0.16
17,1788913283192246708,1788913283192246516,0.19
18,1788913283193246686,1788913283193246516,0.17
19,1788913283194246613,1788913283194246516,0.10
20,1788913283195246721,1788913283195246516,0.20
21,1788913283196246789,1788913283196246516,0.27
22,1788913283197246626,1788913283197246516,0.11
23,1788913283198246604,1788913283198246516,0.09
24,1788913283199246812,1788913283199246516,0.30
25,1788913283200246599,1788913283200246516,0.08
26,1788913283201246737,1788913283201246516,0.22
27,1788913283202246665,1788913283202246516,0.15
28,1788913283203246683,1788913283203246516,0.17
29,1788913283204246691,1788913283204246516,0.17
30,1788913283205246698,1788913283205246516,0.18
31,1788913283206246636,1788913283206246516,0.12
32,1788913283207246643,1788913283207246516,0.13
33,1788913283208246611,1788913283208246516,0.10
34,1788913283209246769,1788913283209246516,0.25
35,1788913283210246707,1788913283210246516,0.19
36,1788913283211246684,1788913283211246516,0.17
37,1788913283212246842,1788913283212246516,0.33
38,1788913283213246670,1788913283213246516,0.15
39,1788913283214246617,1788913283214246516,0.10
40,1788913283215246715,1788913283215246516,0.20
41,1788913283216246683,1788913283216246516,0.17
42,1788913283217246611,1788913283217246516,0.10
43,1788913283218246759,1788913283218246516,0.24
44,1788913283219246786,1788913283219246516,0.27
45,1788913283220246714,1788913283220246516,0.20
46,1788913283221246662,1788913283221246516,0.15
47,1788913283222246609,1788913283222246516,0.09
48,1788913283223246647,1788913283223246516,0.13
49,1788913283224246775,1788913283224246516,0.26
50,1788913283225246652,1788913283225246516,0.14
51,1788913283226246620,1788913283226246516,0.10
52,1788913283227246718,1788913283227246516,0.20
53,1788913283228246705,1788913283228246516,0.19
54,1788913283229246643,1788913283229246516,0.13
55,1788913283230246671,1788913283230246516,0.15
56,1788913283231246719,1788913283231246516,0.20
57,1788913283232246736,1788913283232246516,0.22
58,1788913283233246704,1788913283233246516,0.19
59,1788913283234259776,1788913283234246516,13.26
60,1788913283235246670,1788913283235246516,0.15
61,1788913283236246737,1788913283236246516,0.22
62,1788913283237246765,1788913283237246516,0.25
63,1788913283238246633,1788913283238246516,0.12
64,1788913283239246640,1788913283239246516,0.12
65,1788913283240246698,1788913283240246516,0.18
66,1788913283241246666,1788913283241246516,0.15
67,1788913283242246684,1788913283242246516,0.17
68,1788913283243246781,1788913283243246516,0.27
69,1788913283244246669,1788913283244246516,0.15
70,1788913283245246697,1788913283245246516,0.18
71,1788913283246246664,1788913283246246516,0.15
72,1788913283247246632,1788913283247246516,0.12
73,1788913283248246690,1788913283248246516,0.17
74,1788913283249258019,1788913283249246516,11.50
75,1788913283250246675,1788913283250246516,0.16
76,1788913283251246733,1788913283251246516,0.22
77,1788913283252246721,1788913283252246516,0.20
78,1788913283253246738,1788913283253246516,0.22
79,1788913283254246706,1788913283254246516,0.19
80,1788913283255246734,1788913283255246516,0.22
81,1788913283256246672,1788913283256246516,0.16
82,1788913283257246699,1788913283257246516,0.18
83,1788913283258246757,1788913283258246516,0.24
84,1788913283259246655,1788913283259246516,0.14
85,1788913283260246602,1788913283260246516,0.09
86,1788913283261246660,1788913283261246516,0.14
87,1788913283262246668,1788913283262246516,0.15
88,1788913283263246726,1788913283263246516,0.21
89,1788913283264256361,1788913283264246516,9.85
90,1788913283265246681,1788913283265246516,0.17
91,1788913283266246649,1788913283266246516,0.13
92,1788913283267246867,1788913283267246516,0.35
93,1788913283268246814,1788913283268246516,0.30
94,1788913283269246692,1788913283269246516,0.18
95,1788913283270246649,1788913283270246516,0.13
96,1788913283271246657,1788913283271246516,0.14
97,1788913283272246695,1788913283272246516,0.18
98,1788913283273246753,1788913283273246516,0.24
99,1788913283274246831,1788913283274246516,0.32
100,1788913283275246668,1788913283275246516,0.15
101,1788913283276246606,1788913283276246516,0.09
102,1788913283277246804,1788913283277246516,0.29
103,1788913283278246641,1788913283278246516,0.12
104,1788913283279246659,1788913283279246516,0.14
105,1788913283280246737,1788913283280246516,0.22
106,1788913283281246634,1788913283281246516,0.12
107,1788913283282246672,1788913283282246516,0.16
108,1788913283283246670,1788913283283246516,0.15
109,1788913283284246617,1788913283284246516,0.10
110,1788913283285246645,1788913283285246516,0.13
111,1788913283286246643,1788913283286246516,0.13
112,1788913283287246700,1788913283287246516,0.18
113,1788913283288246708,1788913283288246516,0.19
114,1788913283289246826,1788913283289246516,0.31
115,1788913283290246684,1788913283290246516,0.17
116,1788913283291246711,1788913283291246516,0.20
117,1788913283292246639,1788913283292246516,0.12
118,1788913283293246627,1788913283293246516,0.11
119,1788913283294246634,1788913283294246516,0.12
120,1788913283295246652,1788913283295246516,0.14
121,1788913283296246770,1788913283296246516,0.25
122,1788913283297246658,1788913283297246516,0.14
123,1788913283298246635,1788913283298246516,0.12
124,1788913283299246703,1788913283299246516,0.19
125,1788913283300246651,1788913283300246516,0.14
126,1788913283301246668,1788913283301246516,0.15
127,1788913283302246696,1788913283302246516,0.18
128,1788913283303246694,1788913283303246516,0.18
129,1788913283304246631,1788913283304246516,0.12
130,1788913283305246799,1788913283305246516,0.28
131,1788913283306246697,1788913283306246516,0.18
132,1788913283307246675,1788913283307246516,0.16
133,1788913283308246733,1788913283308246516,0.22
134,1788913283309246720,1788913283309246516,0.20
135,1788913283310246608,1788913283310246516,0.09
136,1788913283311246676,1788913283311246516,0.16
