seq,send_time_ns,scheduled_time_ns,drift_us
276,1788913349322524432,1788913349322524285,0.15
277,1788913349323524430,1788913349323524285,0.14
278,1788913349324524509,1788913349324524285,0.22
279,1788913349325524418,1788913349325524285,0.13
280,1788913349326524436,1788913349326524285,0.15
281,1788913349327524485,1788913349327524285,0.20
282,1788913349328524454,1788913349328524285,0.17
283,1788913349329524472,1788913349329524285,0.19
284,1788913349330524371,1788913349330524285,0.09
285,1788913349331524490,1788913349331524285,0.20
286,1788913349332524438,1788913349332524285,0.15
287,1788913349333524467,1788913349333524285,0.18
288,1788913349334524455,1788913349334524285,0.17
289,1788913349335524464,1788913349335524285,0.18
290,1788913349336524493,1788913349336524285,0.21
291,1788913349337524421,1788913349337524285,0.14
292,1788913349338524450,1788913349338524285,0.17
293,1788913349339524449,1788913349339524285,0.16
294,1788913349340524458,1788913349340524285,0.17
295,1788913349341524496,1788913349341524285,0.21
296,1788913349342524405,1788913349342524285,0.12
297,1788913349343524454,1788913349343524285,0.17
298,1788913349344524372,1788913349344524285,0.09
299,1788913349345524391,1788913349345524285,0.11
300,1788913349346524469,1788913349346524285,0.18
301,1788913349347524508,1788913349347524285,0.22
302,1788913349348524497,1788913349348524285,0.21
303,1788913349349524395,1788913349349524285,0.11
304,1788913349350524454,1788913349350524285,0.17
305,1788913349351524453,1788913349351524285,0.17
306,1788913349352524401,1788913349352524285,0.12
307,1788913349353524390,1788913349353524285,0.10
308,1788913349354524458,1788913349354524285,0.17
309,1788913349355524487,1788913349355524285,0.20
310,1788913349356524406,1788913349356524285,0.12
311,1788913349357524445,1788913349357524285,0.16
312,1788913349358524504,1788913349358524285,0.22
313,1788913349359524452,1788913349359524285,0.17
314,1788913349360524421,1788913349360524285,0.14
315,1788913349361524429,1788913349361524285,0.14
316,1788913349362524448,1788913349362524285,0.16
317,1788913349363524457,1788913349363524285,0.17
318,1788913349364524495,1788913349364524285,0.21
319,1788913349365524514,1788913349365524285,0.23
320,1788913349366524453,1788913349366524285,0.17
321,1788913349367524521,1788913349367524285,0.24
322,1788913349368524470,1788913349368524285,0.18
323,1788913349369524428,1788913349369524285,0.14
324,1788913349370524397,1788913349370524285,0.11
325,1788913349371524416,1788913349371524285,0.13
326,1788913349372524454,1788913349372524285,0.17
327,1788913349373524423,1788913349373524285,0.14
328,1788913349374524482,1788913349374524285,0.20
329,1788913349375524380,1788913349375524285,0.10
330,1788913349376524479,1788913349376524285,0.19
331,1788913349377524388,1788913349377524285,0.10
332,1788913349378524486,1788913349378524285,0.20
333,1788913349379524495,1788913349379524285,0.21
334,1788913349380524494,1788913349380524285,0.21
335,1788913349381524482,1788913349381524285,0.20
336,1788913349382524521,1788913349382524285,0.24
337,1788913349383524449,1788913349383524285,0.16
338,1788913349384524508,1788913349384524285,0.22
339,1788913349385524407,1788913349385524285,0.12
340,1788913349386524466,1788913349386524285,0.18
341,1788913349387524384,1788913349387524285,0.10
342,1788913349388524453,1788913349388524285,0.17
343,1788913349389524401,1788913349389524285,0.12
344,1788913349390524520,1788913349390524285,0.23
345,1788913349391524459,1788913349391524285,0.17
346,1788913349392524507,1788913349392524285,0.22
347,1788913349393524486,1788913349393524285,0.20
348,1788913349394524545,1788913349394524285,0.26
349,1788913349395524433,1788913349395524285,0.15
350,1788913349396524772,1788913349396524285,0.49
351,1788913349397524440,1788913349397524285,0.15
352,1788913349398524439,1788913349398524285,0.15
353,1788913349399524428,1788913349399524285,0.14
354,1788913349400524436,1788913349400524285,0.15
355,1788913349401524415,1788913349401524285,0.13
356,1788913349402524383,1788913349402524285,0.10
357,1788913349403524422,1788913349403524285,0.14
358,1788913349404524571,1788913349404524285,0.29
359,1788913349405524369,1788913349405524285,0.08
360,1788913349406524388,1788913349406524285,0.10
361,1788913349407524467,1788913349407524285,0.18
362,1788913349408524406,1788913349408524285,0.12
363,1788913349409524454,1788913349409524285,0.17
364,1788913349410524413,1788913349410524285,0.13
365,1788913349411524371,1788913349411524285,0.09
366,1788913349412524440,1788913349412524285,0.15
367,1788913349413524419,1788913349413524285,0.13
368,1788913349414524367,1788913349414524285,0.08
369,1788913349415524396,1788913349415524285,0.11
370,1788913349416524384,1788913349416524285,0.10
371,1788913349417524423,1788913349417524285,0.14
372,1788913349418524412,1788913349418524285,0.13
373,1788913349419524481,1788913349419524285,0.20
374,1788913349420524489,1788913349420524285,0.20
375,1788913349421524438,1788913349421524285,0.15
376,1788913349422524476,1788913349422524285,0.19
377,1788913349423524465,1788913349423524285,0.18
378,1788913349424524474,1788913349424524285,0.19
379,1788913349425524382,1788913349425524285,0.10
380,1788913349426524411,1788913349426524285,0.13
381,1788913349427524390,1788913349427524285,0.10
382,1788913349428524448,1788913349428524285,0.16
383,1788913349429524477,1788913349429524285,0.19
384,1788913349430524456,1788913349430524285,0.17
385,1788913349431524414,1788913349431524285,0.13
386,1788913349432524453,1788913349432524285,0.17
387,1788913349433524472,1788913349433524285,0.19
388,1788913349434524500,1788913349434524285,0.21
389,1788913349435524459,1788913349435524285,0.17
390,1788913349436524437,1788913349436524285,0.15
391,1788913349437524486,1788913349437524285,0.20
392,1788913349438524485,1788913349438524285,0.20
393,1788913349439524383,1788913349439524285,0.10
394,1788913349440524392,1788913349440524285,0.11
395,1788913349441524401,1788913349441524285,0.12
396,1788913349442524440,1788913349442524285,0.15
397,1788913349443524468,1788913349443524285,0.18
398,1788913349444524377,1788913349444524285,0.09
399,1788913349445524405,1788913349445524285,0.12
400,1788913349446524404,1788913349446524285,0.12
401,1788913349447524473,1788913349447524285,0.19
402,1788913349448524492,1788913349448524285,0.21
403,1788913349449524440,1788913349449524285,0.15
404,1788913349450524519,1788913349450524285,0.23
405,1788913349451524578,1788913349451524285,0.29
406,1788913349452524486,1788913349452524285,0.20
407,1788913349453524495,1788913349453524285,0.21
408,1788913349454524463,1788913349454524285,0.18
409,1788913349455524422,1788913349455524285,0.14
410,1788913349456524481,1788913349456524285,0.20
411,1788913349457524469,1788913349457524285,0.18
412,1788913349458524478,1788913349458524285,0.19
413,1788913349459524447,1788913349459524285,0.16
414,1788913349460524455,1788913349460524285,0.17
415,1788913349461524474,1788913349461524285,0.19
416,1788913349462524402,1788913349462524285,0.12
417,1788913349463524491,1788913349463524285,0.21
418,1788913349464524590,1788913349464524285,0.30
419,1788913349465524388,1788913349465524285,0.10
420,1788913349466524467,1788913349466524285,0.18
421,1788913349467524396,1788913349467524285,0.11
422,1788913349468524404,1788913349468524285,0.12
423,1788913349469524473,1788913349469524285,0.19
424,1788913349470524462,1788913349470524285,0.18
425,1788913349471524400,1788913349471524285,0.12
426,1788913349472525441,1788913349472524285,1.16
427,1788913349473524367,1788913349473524285,0.08
428,1788913349474524466,1788913349474524285,0.18
429,1788913349475524405,1788913349475524285,0.12
430,1788913349476524423,1788913349476524285,0.14
431,1788913349477524492,1788913349477524285,0.21
432,1788913349478524471,1788913349478524285,0.19
433,1788913349479524419,1788913349479524285,0.13
434,1788913349480524428,1788913349480524285,0.14
435,1788913349481524437,1788913349481524285,0.15
436,1788913349482524455,1788913349482524285,0.17
437,1788913349483524474,1788913349483524285,0.19
438,1788913349484524423,1788913349484524285,0.14
439,1788913349485524501,1788913349485524285,0.22
440,1788913349486524460,1788913349486524285,0.17
441,1788913349487524458,1788913349487524285,0.17
442,1788913349488524377,1788913349488524285,0.09
443,1788913349489524556,1788913349489524285,0.27
444,1788913349490524535,1788913349490524285,0.25
445,1788913349491524473,1788913349491524285,0.19
446,1788913349492524492,1788913349492524285,0.21
447,1788913349493524441,1788913349493524285,0.16
448,1788913349494524389,1788913349494524285,0.10
449,1788913349495524468,1788913349495524285,0.18
450,1788913349496524416,1788913349496524285,0.13
451,1788913349497524475,1788913349497524285,0.19
452,1788913349498524484,1788913349498524285,0.20
453,1788913349499524472,1788913349499524285,0.19
454,1788913349500524461,1788913349500524285,0.18
455,1788913349501524430,1788913349501524285,0.14
456,1788913349502524438,1788913349502524285,0.15
457,1788913349503524447,1788913349503524285,0.16
458,1788913349504524436,1788913349504524285,0.15
459,1788913349505524434,1788913349505524285,0.15
460,1788913349506524473,1788913349506524285,0.19
461,1788913349507524491,1788913349507524285,0.21
462,1788913349508524440,1788913349508524285,0.15
463,1788913349509524369,1788913349509524285,0.08
464,1788913349510524427,1788913349510524285,0.14
465,1788913349511524476,1788913349511524285,0.19
466,1788913349512524455,1788913349512524285,0.17
467,1788913349513524454,1788913349513524285,0.17
468,1788913349514524452,1788913349514524285,0.17
469,1788913349515524421,1788913349515524285,0.14
470,1788913349516524409,1788913349516524285,0.12
471,1788913349517524418,1788913349517524285,0.13
472,1788913349518524527,1788913349518524285,0.24
473,1788913349519524445,1788913349519524285,0.16
474,1788913349520524464,1788913349520524285,0.18
475,1788913349521524383,1788913349521524285,0.10
476,1788913349522524431,1788913349522524285,0.15
477,1788913349523524370,1788913349523524285,0.09
478,1788913349524524489,1788913349524524285,0.20
479,1788913349525524427,1788913349525524285,0.14
480,1788913349526524476,1788913349526524285,0.19
481,1788913349527524464,1788913349527524285,0.18
482,1788913349528524403,1788913349528524285,0.12
483,1788913349529524381,1788913349529524285,0.10
484,1788913349530524430,1788913349530524285,0.14
485,1788913349531524449,1788913349531524285,0.16
486,1788913349532524398,1788913349532524285,0.11
487,1788913349533524446,1788913349533524285,0.16
488,1788913349534524595,1788913349534524285,0.31
489,1788913349535524494,1788913349535524285,0.21
490,1788913349536524422,1788913349536524285,0.14
491,1788913349537524521,1788913349537524285,0.24
492,1788913349538524470,1788913349538524285,0.18
493,1788913349539524468,1788913349539524285,0.18
494,1788913349540524457,1788913349540524285,0.17
495,1788913349541524445,1788913349541524285,0.16
496,1788913349542524504,1788913349542524285,0.22
497,1788913349543524513,1788913349543524285,0.23
498,1788913349544524442,1788913349544524285,0.16
499,1788913349545524480,1788913349545524285,0.20
500,1788913349546524479,1788913349546524285,0.19
501,1788913349547524537,1788913349547524285,0.25
502,1788913349548524546,1788913349548524285,0.26
503,1788913349549524475,1788913349549524285,0.19
504,1788913349550524473,1788913349550524285,0.19
505,1788913349551524462,1788913349551524285,0.18
506,1788913349552524480,1788913349552524285,0.20
507,1788913349553524449,1788913349553524285,0.16
508,1788913349554524528,1788913349554524285,0.24
509,1788913349555524466,1788913349555524285,0.18
510,1788913349556524405,1788913349556524285,0.12
511,1788913349557524474,1788913349557524285,0.19
512,1788913349558524422,1788913349558524285,0.14
513,1788913349559524491,1788913349559524285,0.21
514,1788913349560524400,1788913349560524285,0.12
515,1788913349561524468,1788913349561524285,0.18
516,1788913349562524437,1788913349562524285,0.15
517,1788913349563524556,1788913349563524285,0.27
518,1788913349564524404,1788913349564524285,0.12
519,1788913349565524503,1788913349565524285,0.22
520,1788913349566524452,1788913349566524285,0.17
521,1788913349567524420,1788913349567524285,0.14
522,1788913349568524399,1788913349568524285,0.11
523,1788913349569524377,1788913349569524285,0.09
524,1788913349570524406,1788913349570524285,0.12
525,1788913349571524475,1788913349571524285,0.19
526,1788913349572524484,1788913349572524285,0.20
527,1788913349573524412,1788913349573524285,0.13
528,1788913349574524410,1788913349574524285,0.12
529,1788913349575524449,1788913349575524285,0.16
530,1788913349576524448,1788913349576524285,0.16
531,1788913349577524416,1788913349577524285,0.13
532,1788913349578524445,1788913349578524285,0.16
533,1788913349579524404,1788913349579524285,0.12
534,1788913349580524462,1788913349580524285,0.18
535,1788913349581524471,1788913349581524285,0.19
536,1788913349582524450,1788913349582524285,0.17
537,1788913349583524459,1788913349583524285,0.17
538,1788913349584524457,1788913349584524285,0.17
539,1788913349585524516,1788913349585524285,0.23
540,1788913349586524424,1788913349586524285,0.14
541,1788913349587524483,1788913349587524285,0.20
542,1788913349588524472,1788913349588524285,0.19
543,1788913349589524471,1788913349589524285,0.19
544,1788913349590524459,1788913349590524285,0.17
545,1788913349591524528,1788913349591524285,0.24
546,1788913349592524446,1788913349592524285,0.16
547,1788913349593524445,1788913349593524285,0.16
548,1788913349594524484,1788913349594524285,0.20
549,1788913349595524462,1788913349595524285,0.18
550,1788913349596524501,1788913349596524285,0.22
551,1788913349597524520,1788913349597524285,0.23
552,1788913349598524458,1788913349598524285,0.17
553,1788913349599524477,1788913349599524285,0.19
554,1788913349600524435,1788913349600524285,0.15
555,1788913349601524444,1788913349601524285,0.16
556,1788913349602524433,1788913349602524285,0.15
557,1788913349603524441,1788913349603524285,0.16
558,1788913349604524540,1788913349604524285,0.26
559,1788913349605524429,1788913349605524285,0.14
560,1788913349606524397,1788913349606524285,0.11
561,1788913349607524376,1788913349607524285,0.09
562,1788913349608524525,1788913349608524285,0.24
563,1788913349609524403,1788913349609524285,0.12
564,1788913349610524432,1788913349610524285,0.15
565,1788913349611524461,1788913349611524285,0.18
566,1788913349612524399,1788913349612524285,0.11
567,1788913349613524418,1788913349613524285,0.13
568,1788913349614524436,1788913349614524285,0.15
569,1788913349615524495,1788913349615524285,0.21
570,1788913349616524504,1788913349616524285,0.22
571,1788913349617524462,1788913349617524285,0.18
572,1788913349618524481,1788913349618524285,0.20
573,1788913349619524440,1788913349619524285,0.15
574,1788913349620524498,1788913349620524285,0.21
575,1788913349621524457,1788913349621524285,0.17
576,1788913349622524385,1788913349622524285,0.10
577,1788913349623524484,1788913349623524285,0.20
578,1788913349624524373,1788913349624524285,0.09
579,1788913349625524412,1788913349625524285,0.13
580,1788913349626524460,1788913349626524285,0.17
581,1788913349627524419,1788913349627524285,0.13
582,1788913349628524428,1788913349628524285,0.14
