seq,send_time_ns,scheduled_time_ns,drift_us
248,1788913299880958944,1788913299880958805,0.14
249,1788913299881958962,1788913299881958805,0.16
250,1788913299882959091,1788913299882958805,0.29
251,1788913299883958939,1788913299883958805,0.13
252,1788913299884958987,1788913299884958805,0.18
253,1788913299885964786,1788913299885958805,5.98
254,1788913299886959013,1788913299886958805,0.21
255,1788913299887958921,1788913299887958805,0.12
256,1788913299888958959,1788913299888958805,0.15
257,1788913299889958998,1788913299889958805,0.19
258,1788913299890958956,1788913299890958805,0.15
259,1788913299891958934,1788913299891958805,0.13
260,1788913299892959012,1788913299892958805,0.21
261,1788913299893958940,1788913299893958805,0.14
262,1788913299894958968,1788913299894958805,0.16
263,1788913299895959077,1788913299895958805,0.27
264,1788913299896958905,1788913299896958805,0.10
265,1788913299897958913,1788913299897958805,0.11
266,1788913299898958941,1788913299898958805,0.14
267,1788913299899958949,1788913299899958805,0.14
268,1788913299900958988,1788913299900958805,0.18
269,1788913299901958966,1788913299901958805,0.16
270,1788913299902958994,1788913299902958805,0.19
271,1788913299903959222,1788913299903958805,0.42
272,1788913299904958940,1788913299904958805,0.14
273,1788913299905958928,1788913299905958805,0.12
274,1788913299906959017,1788913299906958805,0.21
275,1788913299907958995,1788913299907958805,0.19
276,1788913299908959093,1788913299908958805,0.29
277,1788913299909958951,1788913299909958805,0.15
278,1788913299910958999,1788913299910958805,0.19
279,1788913299911968155,1788913299911958805,9.35
280,1788913299912959036,1788913299912958805,0.23
281,1788913299913958934,1788913299913958805,0.13
282,1788913299914958972,1788913299914958805,0.17
283,1788913299915958920,1788913299915958805,0.12
284,1788913299916958958,1788913299916958805,0.15
285,1788913299917958936,1788913299917958805,0.13
286,1788913299918958904,1788913299918958805,0.10
287,1788913299919959003,1788913299919958805,0.20
288,1788913299920958951,1788913299920958805,0.15
289,1788913299921959049,1788913299921958805,0.24
290,1788913299922958967,1788913299922958805,0.16
291,1788913299923958995,1788913299923958805,0.19
292,1788913299924959004,1788913299924958805,0.20
293,1788913299925959002,1788913299925958805,0.20
294,1788913299926959010,1788913299926958805,0.20
295,1788913299927959008,1788913299927958805,0.20
296,1788913299928958936,1788913299928958805,0.13
297,1788913299929960537,1788913299929958805,1.73
298,1788913299930958952,1788913299930958805,0.15
299,1788913299931958961,1788913299931958805,0.16
300,1788913299932958939,1788913299932958805,0.13
301,1788913299933958927,1788913299933958805,0.12
302,1788913299934965277,1788913299934958805,6.47
303,1788913299935961087,1788913299935958805,2.28
304,1788913299936959022,1788913299936958805,0.22
305,1788913299937959180,1788913299937958805,0.38
306,1788913299938959058,1788913299938958805,0.25
307,1788913299939958986,1788913299939958805,0.18
308,1788913299940958994,1788913299940958805,0.19
309,1788913299941958992,1788913299941958805,0.19
310,1788913299942959191,1788913299942958805,0.39
311,1788913299943958979,1788913299943958805,0.17
312,1788913299944958987,1788913299944958805,0.18
313,1788913299945958995,1788913299945958805,0.19
314,1788913299946959043,1788913299946958805,0.24
315,1788913299947959132,1788913299947958805,0.33
316,1788913299948959040,1788913299948958805,0.23
317,1788913299949958977,1788913299949958805,0.17
318,1788913299950959036,1788913299950958805,0.23
319,1788913299951958974,1788913299951958805,0.17
320,1788913299952958942,1788913299952958805,0.14
321,1788913299953959020,1788913299953958805,0.21
322,1788913299954959029,1788913299954958805,0.22
323,1788913299955958966,1788913299955958805,0.16
324,1788913299956959005,1788913299956958805,0.20
325,1788913299957958953,1788913299957958805,0.15
326,1788913299958958981,1788913299958958805,0.18
327,1788913299959958949,1788913299959958805,0.14
328,1788913299960959098,1788913299960958805,0.29
329,1788913299961958966,1788913299961958805,0.16
330,1788913299962959034,1788913299962958805,0.23
331,1788913299963959012,1788913299963958805,0.21
332,1788913299964958980,1788913299964958805,0.17
333,1788913299965958948,1788913299965958805,0.14
334,1788913299966958926,1788913299966958805,0.12
335,1788913299967958975,1788913299967958805,0.17
336,1788913299968959043,1788913299968958805,0.24
337,1788913299969959001,1788913299969958805,0.20
338,1788913299970970180,1788913299970958805,11.38
339,1788913299971958947,1788913299971958805,0.14
340,1788913299972958955,1788913299972958805,0.15
341,1788913299973959004,1788913299973958805,0.20
342,1788913299974958982,1788913299974958805,0.18
343,1788913299975958960,1788913299975958805,0.15
344,1788913299976958958,1788913299976958805,0.15
345,1788913299977958996,1788913299977958805,0.19
346,1788913299978959024,1788913299978958805,0.22
347,1788913299979959013,1788913299979958805,0.21
348,1788913299980958930,1788913299980958805,0.12
349,1788913299981959019,1788913299981958805,0.21
350,1788913299982958927,1788913299982958805,0.12
351,1788913299983967341,1788913299983958805,8.54
352,1788913299984958893,1788913299984958805,0.09
353,1788913299985958971,1788913299985958805,0.17
354,1788913299987874370,1788913299986958805,915.57
355,1788913299987959048,1788913299987958805,0.24
356,1788913299988977921,1788913299988958805,19.12
357,1788913299989965877,1788913299989958805,7.07
358,1788913299990958962,1788913299990958805,0.16
359,1788913299991958910,1788913299991958805,0.10
360,1788913299992958939,1788913299992958805,0.13
361,1788913299993959027,1788913299993958805,0.22
362,1788913299994958945,1788913299994958805,0.14
363,1788913299995958973,1788913299995958805,0.17
364,1788913299996963961,1788913299996958805,5.16
365,1788913299997958929,1788913299997958805,0.12
366,1788913299998958988,1788913299998958805,0.18
367,1788913299999958986,1788913299999958805,0.18
368,1788913300000958944,1788913300000958805,0.14
369,1788913300001958942,1788913300001958805,0.14
370,1788913300002959050,1788913300002958805,0.24
371,1788913300003959008,1788913300003958805,0.20
372,1788913300004959006,1788913300004958805,0.20
373,1788913300005958925,1788913300005958805,0.12
374,1788913300006958973,1788913300006958805,0.17
375,1788913300007963810,1788913300007958805,5.00
376,1788913300008958969,1788913300008958805,0.16
377,1788913300009962173,1788913300009958805,3.37
378,1788913300010958915,1788913300010958805,0.11
379,1788913300011958974,1788913300011958805,0.17
380,1788913300012958952,1788913300012958805,0.15
381,1788913300013958960,1788913300013958805,0.15
382,1788913300014958888,1788913300014958805,0.08
383,1788913300015963565,1788913300015958805,4.76
384,1788913300016958924,1788913300016958805,0.12
385,1788913300017958963,1788913300017958805,0.16
386,1788913300018958961,1788913300018958805,0.16
387,1788913300019958939,1788913300019958805,0.13
388,1788913300020959107,1788913300020958805,0.30
389,1788913300021958965,1788913300021958805,0.16
390,1788913300022964574,1788913300022958805,5.77
391,1788913300023959002,1788913300023958805,0.20
392,1788913300024958950,1788913300024958805,0.14
393,1788913300025959018,1788913300025958805,0.21
394,1788913300026958896,1788913300026958805,0.09
395,1788913300027958974,1788913300027958805,0.17
396,1788913300028964553,1788913300028958805,5.75
397,1788913300029958901,1788913300029958805,0.10
398,1788913300030958949,1788913300030958805,0.14
399,1788913300031958977,1788913300031958805,0.17
400,1788913300032959005,1788913300032958805,0.20
401,1788913300033958933,1788913300033958805,0.13
402,1788913300034958991,1788913300034958805,0.19
403,1788913300035958990,1788913300035958805,0.18
404,1788913300036958978,1788913300036958805,0.17
405,1788913300037958986,1788913300037958805,0.18
406,1788913300038958954,1788913300038958805,0.15
407,1788913300039959012,1788913300039958805,0.21
408,1788913300040959000,1788913300040958805,0.20
409,1788913300041959019,1788913300041958805,0.21
410,1788913300042958916,1788913300042958805,0.11
411,1788913300043958915,1788913300043958805,0.11
412,1788913300044958933,1788913300044958805,0.13
413,1788913300045958981,1788913300045958805,0.18
414,1788913300046963929,1788913300046958805,5.12
415,1788913300047958977,1788913300047958805,0.17
416,1788913300048958905,1788913300048958805,0.10
417,1788913300049959064,1788913300049958805,0.26
418,1788913300050958952,1788913300050958805,0.15
419,1788913300051958960,1788913300051958805,0.15
420,1788913300052958928,1788913300052958805,0.12
421,1788913300053958997,1788913300053958805,0.19
422,1788913300054958995,1788913300054958805,0.19
423,1788913300055958943,1788913300055958805,0.14
424,1788913300056959001,1788913300056958805,0.20
425,1788913300057958939,1788913300057958805,0.13
426,1788913300058958927,1788913300058958805,0.12
427,1788913300059958946,1788913300059958805,0.14
428,1788913300060958934,1788913300060958805,0.13
429,1788913300061959002,1788913300061958805,0.20
430,1788913300062960112,1788913300062958805,1.31
431,1788913300063958938,1788913300063958805,0.13
432,1788913300064958916,1788913300064958805,0.11
433,1788913300065958964,1788913300065958805,0.16
434,1788913300066958972,1788913300066958805,0.17
435,1788913300067959041,1788913300067958805,0.24
436,1788913300068958999,1788913300068958805,0.19
437,1788913300069958977,1788913300069958805,0.17
438,1788913300070958945,1788913300070958805,0.14
439,1788913300071958973,1788913300071958805,0.17
440,1788913300072959012,1788913300072958805,0.21
441,1788913300073958940,1788913300073958805,0.14
442,1788913300074958918,1788913300074958805,0.11
443,1788913300075961951,1788913300075958805,3.15
444,1788913300076959064,1788913300076958805,0.26
445,1788913300077958962,1788913300077958805,0.16
446,1788913300078959231,1788913300078958805,0.43
447,1788913300079958919,1788913300079958805,0.11
448,1788913300080958957,1788913300080958805,0.15
449,1788913300081958965,1788913300081958805,0.16
450,1788913300082958973,1788913300082958805,0.17
451,1788913300083958951,1788913300083958805,0.15
452,1788913300084959050,1788913300084958805,0.24
453,1788913300085966191,1788913300085958805,7.39
454,1788913300086959066,1788913300086958805,0.26
455,1788913300087958924,1788913300087958805,0.12
456,1788913300088959002,1788913300088958805,0.20
457,1788913300089959031,1788913300089958805,0.23
458,1788913300090958928,1788913300090958805,0.12
459,1788913300091958957,1788913300091958805,0.15
460,1788913300092959005,1788913300092958805,0.20
461,1788913300093958953,1788913300093958805,0.15
462,1788913300094958981,1788913300094958805,0.18
463,1788913300095959040,1788913300095958805,0.23
464,1788913300096959028,1788913300096958805,0.22
465,1788913300097959206,1788913300097958805,0.40
466,1788913300098958974,1788913300098958805,0.17
467,1788913300099958922,1788913300099958805,0.12
468,1788913300100959211,1788913300100958805,0.41
469,1788913300101963998,1788913300101958805,5.19
470,1788913300102958926,1788913300102958805,0.12
471,1788913300103958925,1788913300103958805,0.12
472,1788913300104958943,1788913300104958805,0.14
473,1788913300105958911,1788913300105958805,0.11
474,1788913300106958949,1788913300106958805,0.14
475,1788913300107958987,1788913300107958805,0.18
476,1788913300108958905,1788913300108958805,0.10
477,1788913300109958903,1788913300109958805,0.10
478,1788913300110958972,1788913300110958805,0.17
479,1788913300111959060,1788913300111958805,0.26
480,1788913300112958918,1788913300112958805,0.11
481,1788913300113958946,1788913300113958805,0.14
482,1788913300114958984,1788913300114958805,0.18
483,1788913300115958923,1788913300115958805,0.12
484,1788913300116958991,1788913300116958805,0.19
485,1788913300117958969,1788913300117958805,0.16
486,1788913300118958897,1788913300118958805,0.09
487,1788913300119958955,1788913300119958805,0.15
488,1788913300120958953,1788913300120958805,0.15
489,1788913300121959022,1788913300121958805,0.22
490,1788913300122958940,1788913300122958805,0.14
491,1788913300123958978,1788913300123958805,0.17
492,1788913300124958996,1788913300124958805,0.19
493,1788913300125958994,1788913300125958805,0.19
494,1788913300126958902,1788913300126958805,0.10
495,1788913300127959001,1788913300127958805,0.20
496,1788913300128958949,1788913300128958805,0.14
497,1788913300129958957,1788913300129958805,0.15
498,1788913300130958955,1788913300130958805,0.15
499,1788913300131958943,1788913300131958805,0.14
500,1788913300132964822,1788913300132958805,6.02
501,1788913300133958919,1788913300133958805,0.11
502,1788913300134978284,1788913300134958805,19.48
503,1788913300135958896,1788913300135958805,0.09
504,1788913300136958924,1788913300136958805,0.12
