seq,send_ns,recv_ns,latency_ms,jitter_us,pkt_size,tos
0,1788913431376041214,1788913431376508937,0.467723,0.0,128,0
1,1788913431377039078,1788913431377711503,0.672425,202.566,128,0
2,1788913431378038945,1788913431378345918,0.306973,-365.585,128,0
3,1788913431379038933,1788913431379574974,0.536041,229.056,128,0
4,1788913431380038900,1788913431380214358,0.175458,-360.616,128,0
5,1788913431381038858,1788913431381443865,0.405007,229.507,128,0
6,1788913431382038986,1788913431382661609,0.622623,217.744,128,0
7,1788913431383038904,1788913431383311322,0.272418,-350.287,128,0
8,1788913431384038861,1788913431384522985,0.484124,211.663,128,0
9,1788913431385038949,1788913431385754866,0.715917,231.881,128,0
10,1788913431386038907,1788913431386391345,0.352438,-363.521,128,0
11,1788913431387038935,1788913431387623386,0.584451,232.041,128,0
12,1788913431388038982,1788913431388259524,0.220542,-363.862,128,0
13,1788913431389039000,1788913431389500923,0.461923,241.399,128,0
14,1788913431390038998,1788913431390668604,0.629606,167.681,128,0
15,1788913431391038906,1788913431391354284,0.315378,-314.32,128,0
16,1788913431392038953,1788913431392534178,0.495225,179.894,128,0
17,1788913431393038881,1788913431393219078,0.180197,-315.1,128,0
18,1788913431394038919,1788913431394404341,0.365422,185.263,128,0
19,1788913431395038906,1788913431395652793,0.613887,248.452,128,0
20,1788913431396038874,1788913431396269415,0.230541,-383.378,128,0
21,1788913431397038872,1788913431397519770,0.480898,250.355,128,0
22,1788913431398039040,1788913431398127886,0.088846,-391.884,128,0
23,1788913431399038907,1788913431399386206,0.347299,258.32,128,0
24,1788913431400038955,1788913431400618447,0.579492,232.241,128,0
25,1788913431401038933,1788913431401255668,0.216735,-362.779,128,0
26,1788913431402038991,1788913431402485595,0.446604,229.927,128,0
27,1788913431403038878,1788913431403100199,0.061321,-385.396,128,0
28,1788913431404038926,1788913431404353500,0.314574,253.301,128,0
29,1788913431405038914,1788913431405575953,0.537039,222.453,128,0
30,1788913431406038882,1788913431406166567,0.127685,-409.386,128,0
31,1788913431407038879,1788913431407432681,0.393802,266.114,128,0
32,1788913431408038887,1788913431408654153,0.615266,221.472,128,0
33,1788913431409038894,1788913431409311300,0.272406,-342.853,128,0
34,1788913431410038922,1788913431410523895,0.484973,212.595,128,0
35,1788913431411038870,1788913431411742481,0.703611,218.586,128,0
36,1788913431412038938,1788913431412389389,0.350451,-353.092,128,0
37,1788913431413038865,1788913431413608376,0.569511,218.987,128,0
38,1788913431414038913,1788913431414265443,0.22653,-342.933,128,0
