seq,send_ns,recv_ns,latency_ms,jitter_us,pkt_size,tos
4,1788913447848230801,1788913448416846903,568.616102,0.0,128,0
5,1788913447849230849,1788913448418053917,568.823068,207.014,128,0
6,1788913447850230797,1788913448419899114,569.668317,845.197,128,0
7,1788913447851230785,1788913448421651767,570.420982,752.653,128,0
13,1788913447857230831,1788913448423463942,566.233111,812.175,128,0
14,1788913447858230969,1788913448424654425,566.423456,190.483,128,0
15,1788913447859230766,1788913448426469746,567.23898,815.321,128,0
16,1788913447860230824,1788913448428282402,568.051578,812.656,128,0
22,1788913447866230830,1788913448430058509,563.827679,776.107,128,0
23,1788913447867230838,1788913448431858821,564.627983,800.312,128,0
24,1788913447868230876,1788913448433093617,564.862741,234.796,128,0
25,1788913447869230784,1788913448434878591,565.647807,784.974,128,0
31,1788913447875230860,1788913448436696146,561.465286,817.555,128,0
32,1788913447876239744,1788913448438470851,562.231107,774.705,128,0
33,1788913447877230826,1788913448439705447,562.474621,234.596,128,0
34,1788913447878230833,1788913448441501281,563.270448,795.834,128,0
35,1788913447879230781,1788913448443292897,564.062116,791.616,128,0
41,1788913447885230837,1788913448445107095,559.876258,814.198,128,0
42,1788913447886230935,1788913448446286328,560.055393,179.233,128,0
43,1788913447887230823,1788913448448124832,560.894009,838.504,128,0
44,1788913447888230761,1788913448449919043,561.688282,794.211,128,0
50,1788913447894230837,1788913448451708615,557.477778,789.572,128,0
51,1788913447895230935,1788913448453511733,558.280798,803.118,128,0
52,1788913447896230822,1788913448454729438,558.498616,217.705,128,0
53,1788913447897230810,1788913448456531152,559.300342,801.714,128,0
59,1788913447903230787,1788913448458278707,555.04792,747.555,128,0
60,1788913447904230835,1788913448460114305,555.88347,835.598,128,0
61,1788913447905230922,1788913448461347017,556.116095,232.712,128,0
62,1788913447906230920,1788913448463111132,556.880212,764.115,128,0
68,1788913447912230746,1788913448464949776,552.71903,838.644,128,0
69,1788913447913230824,1788913448466751231,553.520407,801.455,128,0
70,1788913447914230892,1788913448467950661,553.719769,199.43,128,0
71,1788913447915230900,1788913448469774427,554.543527,823.766,128,0
72,1788913447916230757,1788913448471567988,555.337231,793.561,128,0
77,1788913447921230746,1788913448471672493,550.441747,-895.495,128,0
78,1788913447922230864,1788913448473435766,551.204902,763.273,128,0
79,1788913447923230882,1788913448475277686,552.046804,841.92,128,0
80,1788913447924230819,1788913448476455857,552.225038,178.171,128,0
81,1788913447925230857,1788913448478263433,553.032576,807.576,128,0
87,1788913447931230783,1788913448479472521,548.241738,209.088,128,0
88,1788913447932230841,1788913448481279756,549.048915,807.235,128,0
89,1788913447933230949,1788913448482489867,549.258918,210.111,128,0
90,1788913447934230856,1788913448484282665,550.051809,792.798,128,0
96,1788913447940230793,1788913448486089430,545.858637,806.765,128,0
97,1788913447941230850,1788913448487881426,546.650576,791.996,128,0
98,1788913447942230949,1788913448489118808,546.887859,237.382,128,0
99,1788913447943230826,1788913448490902519,547.671693,783.711,128,0
105,1788913447949230863,1788913448493299927,544.069064,1397.408,128,0
106,1788913447950230750,1788913448495084049,544.853299,784.122,128,0
107,1788913447951230898,1788913448496873241,545.642343,789.192,128,0
108,1788913447952230826,1788913448498097988,545.867162,224.747,128,0
114,1788913447958230822,1788913448499887982,541.65716,789.994,128,0
115,1788913447959230830,1788913448501690969,542.460139,802.987,128,0
116,1788913447960230757,1788913448503494247,543.26349,803.278,128,0
117,1788913447961230936,1788913448504712713,543.481777,218.466,128,0
118,1788913447962230813,1788913448506511513,544.2807,798.8,128,0
124,1788913447968230829,1788913448507733275,539.502446,221.762,128,0
125,1788913447969230777,1788913448509530952,540.300175,797.677,128,0
126,1788913447970230935,1788913448511288104,541.057169,757.152,128,0
127,1788913447971230793,1788913448512551003,541.32021,262.899,128,0
133,1788913447977230769,1788913448514938091,537.707322,1387.088,128,0
134,1788913447978230807,1788913448516736109,538.505302,798.018,128,0
135,1788913447979230875,1788913448518523217,539.292342,787.108,128,0
136,1788913447980230762,1788913448519749177,539.518415,225.96,128,0
142,1788913447986230929,1788913448521544159,535.31323,794.982,128,0
143,1788913447987230796,1788913448523346265,536.115469,802.106,128,0
144,1788913447988230844,1788913448525176965,536.946121,830.7,128,0
145,1788913447989230952,1788913448526361096,537.130144,184.131,128,0
151,1788913447995230938,1788913448528163653,532.932715,802.557,128,0
152,1788913447996230826,1788913448529928138,533.697312,764.485,128,0
153,1788913447997230754,1788913448531757966,534.527212,829.828,128,0
154,1788913447998230831,1788913448533016938,534.786107,258.972,128,0
155,1788913447999230829,1788913448534783567,535.552738,766.629,128,0
161,1788913448005230845,1788913448536004498,530.773653,220.931,128,0
162,1788913448006230803,1788913448537771047,531.540244,766.549,128,0
163,1788913448007230831,1788913448539610262,532.379431,839.215,128,0
164,1788913448008230759,1788913448540858744,532.627985,248.482,128,0
170,1788913448014230905,1788913448542626326,528.395421,767.582,128,0
171,1788913448015232336,1788913448544423743,529.191407,797.417,128,0
172,1788913448016230790,1788913448546218374,529.987584,794.631,128,0
173,1788913448017230828,1788913448547433774,530.202946,215.4,128,0
179,1788913448023230855,1788913448549814501,526.583646,1380.727,128,0
180,1788913448024230782,1788913448551584717,527.353935,770.216,128,0
181,1788913448025230770,1788913448553419424,528.188654,834.707,128,0
182,1788913448026230978,1788913448554670531,528.439553,251.107,128,0
188,1788913448032230804,1788913448556434826,524.204022,764.295,128,0
189,1788913448033230772,1788913448558234307,525.003535,799.481,128,0
190,1788913448034230790,1788913448560036112,525.805322,801.805,128,0
191,1788913448035230958,1788913448561824051,526.593093,787.939,128,0
192,1788913448036230775,1788913448563054069,526.823294,230.018,128,0
197,1788913448041230844,1788913448563152453,521.921609,-901.616,128,0
198,1788913448042230912,1788913448564376699,522.145787,224.246,128,0
199,1788913448043230779,1788913448566141385,522.910606,764.686,128,0
200,1788913448044230857,1788913448567942930,523.712073,801.545,128,0
201,1788913448045230785,1788913448569127042,523.896257,184.112,128,0
207,1788913448051230941,1788913448570950237,519.719296,823.195,128,0
208,1788913448052230849,1788913448572757272,520.526423,807.035,128,0
209,1788913448053230767,1788913448574543919,521.313152,786.647,128,0
210,1788913448054230875,1788913448575780999,521.550124,237.08,128,0
216,1788913448060241160,1788913448578187614,517.946454,1406.615,128,0
217,1788913448061230858,1788913448579367308,518.13645,179.694,128,0
218,1788913448062230776,1788913448581176447,518.945671,809.139,128,0
